Opportunity Number,Opportunity Title,Agency,Opportunity Status,Posted Date,,Instrument Type,Category,Matching,Award Ceiling,Award Floor
RFA-OD-22-028,The Intersection of Sex and Gender Influences on Health and Disease (R01 Clinical Trial Optional),HHS-NIH11,Posted,10/13/2022,11/22/2024,Grant,"Education
Environment
Health",No,350000,0

23-502,Cultural Anthropology Program - Doctoral Dissertation Research Improvement Grants,NSF,Posted,10/12/2022,01/16/2024,Grant,Science and Technology and other Research and Development,No,0,0

23-503,Biological Anthropology Program Senior Research Awards,NSF,Posted,10/12/2022,01/31/2024,Grant,Science and Technology and other Research and Development,No,0,0

23-504,Biological Anthropology Program - Doctoral Dissertation Research Improvement Grants,NSF,Posted,10/12/2022,01/31/2024,Grant,Science and Technology and other Research and Development,No,0,0

23-501,Mathematical and Physical Sciences Ascending Postdoctoral Research Fellowships,NSF,Posted,10/12/2022,10/16/2024,Grant,Science and Technology and other Research and Development,No,300000,100000

23-500,SBE Postdoctoral Research Fellowships,NSF,Posted,10/08/2022,11/06/2024,Grant,Science and Technology and other Research and Development,No,170000,160000

NOT-TW-22-006,Notice of Intent to Publish a Funding Opportunity Announcement for Implementation Research on Non-Communicable Disease (NCD) Risk Factors among Low- and Middle-Income Country and Tribal Populations Living in City Environments.,HHS-NIH11,Forecasted,10/07/2022,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

PAR-23-034,NLM Research Grants in Biomedical Informatics and Data Science (R01 Clinical Trial Optional),HHS-NIH11,Posted,10/06/2022,01/07/2026,Grant,"Education
Health",No,250000,0

EOI-278-22-SSAP-GFA-NES,Gender-Focused Activity in Northeast Syria,USAID-JOR,Forecasted,10/06/2022,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

72011122RFI00003,Request for Information: Media Integrity And Resilience in Armenia,USAID-ARM,Forecasted,10/03/2022,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

RFA-CA-22-056,Basic/Translational Research on Health Disparities in Underrepresented People Living with HIV (PLWH) and Cancer (R01 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/03/2022,2099-01-01,Grant,"Education
Health",No,0,0

RFA-DA-23-061,NIDA REI: Reaching Equity at the Intersection of HIV and Substance Use: Novel Approaches to Address HIV Related Health Disparities in Underserved Racial and/or Ethnic Populations (R01 Clinical Trial Optional),HHS-NIH11,Posted,10/03/2022,2099-01-01,Grant,"Education
Health",No,0,0

RFA-DA-23-062,NIDA REI: Reaching Equity at the Intersection of HIV and Substance Use: Novel Approaches to Address HIV Related Health Disparities in Underserved Racial and/or Ethnic Populations (R34 Clinical Trial Optional),HHS-NIH11,Posted,10/03/2022,2099-01-01,Grant,"Education
Health",No,450000,0

RFA-CA-22-057,Basic/Translational Research on Health Disparities in Underrepresented People Living with HIV (PLWH) and Cancer (R21 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/03/2022,2099-01-01,Grant,"Education
Health",No,275000,0

RFA-MH-22-292,"BRAIN Initiative Cell Atlas Network (BICAN): Specialized Collaboratory on Human, Non-human Primate, and Mouse Brain Cell Atlases (R01 Clinical Trial Not Allowed)",HHS-NIH11,Posted,10/03/2022,2099-01-01,Grant,"Education
Health
Income Security and Social Services",No,0,0

RFI-265-0922,Request for Information for USAID/Malawi VMMC Service Delivery Provision Activity,USAID-MLW,Forecasted,10/03/2022,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

PAR-22-195,INvestigation of Co-occurring conditions across the Lifespan to Understand Down syndromE (INCLUDE) Clinical Research Short Course (R25 Independent Clinical Trial Not Allowed),HHS-NIH11,Posted,10/03/2022,2099-01-01,Grant,"Education
Health
Income Security and Social Services",No,0,0

N00173-23-S-BA01,NRL Long Range Broad Agency Announcement (BAA) for Basic and Applied Research,DOD-ONR-NRL,Posted,10/03/2022,2099-01-01,Cooperative AgreementGrant,Science and Technology and other Research and Development,No,0,0

22-635,Office of Polar Programs Postdoctoral Research Fellowships,NSF,Posted,10/01/2022,2099-01-01,Grant,Science and Technology and other Research and Development,No,0,0

22-638,"Build and Broaden: Enhancing Social, Behavioral and Economic Science Research and Capacity at Minority-Serving Institutions",NSF,Posted,10/01/2022,2099-01-01,Grant,Science and Technology and other Research and Development,No,0,0

22-639,Atmospheric and Geospace Sciences Postdoctoral Research Fellowships,NSF,Posted,10/01/2022,2099-01-01,Grant,Science and Technology and other Research and Development,No,0,202000

CMS-3J3-23-001,Health Home for Children with Medically Complex Conditions,HHS-CMS,Posted,09/30/2022,2099-01-01,Grant,Health,Yes,100000,0

CMS-2J2-23-001,Health Home for Individuals with Chronic Conditions,HHS-CMS,Posted,09/30/2022,2099-01-01,Grant,Health,Yes,500000,0

PAR-22-237,"Advancing Methods for Safe, Noninvasive, Real Time Assessment of Placenta Development and Function Across Pregnancy (R01 Clinical Trial Not Allowed)",HHS-NIH11,Posted,09/22/2022,2099-01-01,Grant,"Health
Income Security and Social Services",No,0,0

PAR-22-236,"Advancing Methods for Safe, Noninvasive, Real Time Assessment of Placenta Development and Function Across Pregnancy (R21 Clinical Trial Not Allowed)",HHS-NIH11,Posted,09/22/2022,2099-01-01,Grant,"Health
Income Security and Social Services",No,275000,0

RFA-HG-22-026,Diversity Centers for Genome Research (U54 Clinical Trials Optional),HHS-NIH11,Posted,09/22/2022,2099-01-01,Cooperative Agreement,Health,No,1400000,0

RFA-HG-22-027,Diversity Centers for Genome Research (UG3/UH3 Clinical Trials Optional),HHS-NIH11,Posted,09/22/2022,2099-01-01,Cooperative Agreement,Health,No,300000,0

PA-22-255,AHRQ Mentored Research Scientist Career Development Award (K01),HHS-AHRQ,Posted,09/22/2022,2099-01-01,Grant,Health,No,0,0

HT9425-23-S-BAA1,DOD USAMRDC FY23-FY27 BROAD AGENCY ANNOUNCEMENT for Extramural Medical Research,DOD-AMRAA,Posted,09/22/2022,2099-01-01,Cooperative AgreementGrant,Science and Technology and other Research and Development,No,0,0

22-634,Racial Equity in STEM Education,NSF,Posted,09/22/2022,12/05/2023,Grant,Science and Technology and other Research and Development,No,5000000,0

DE-FOA-0002730,"BIL: CARBON CAPTURE TECHNOLOGY PROGRAM, FRONT-END ENGINEERING AND DESIGN FOR CARBON DIOXIDE (CO2) TRANSPORT",DOE-NETL,Posted,09/22/2022,2099-01-01,Cooperative Agreement,Energy,Yes,3000000,1

FA520922S0001,US Army Combat Capabilities Development Command (DEVCOM) Indo-Pacific Fundamental Research Collaboration Opportunities,DOD-AF347CS,Posted,09/21/2022,2099-01-01,Procurement Contract,Science and Technology and other Research and Development,No,9500000,10000

RFA-DA-23-039,"BRAIN Initiative: Theories, Models and Methods for Analysis of Complex Data from the Brain (R01 Clinical Trial Not Allowed)",HHS-NIH11,Posted,09/20/2022,2099-01-01,Grant,"Education
Health
Income Security and Social Services",No,250000,0

72053822RFI00003,Request for Information for the Caribbean Resilient Economies and Sectors Activity (Caribbean RESET),USAID-BAR,Forecasted,09/20/2022,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

W81XWH-22-DHAPP,Department of Defense HIV/AIDS Prevention Program,DOD-AMRAA,Posted,09/19/2022,2099-01-01,Cooperative Agreement,Health,No,0,0

22-633,EPSCoR Research Infrastructure Improvement Program: Track-2 Focused EPSCoR Collaborations (RII Track-2 FEC),NSF,Posted,09/17/2022,2099-01-01,Grant,Science and Technology and other Research and Development,No,1500000,1000000

22-632,Cyberinfrastructure for Sustained Scientific Innovation,NSF,Posted,09/17/2022,2099-01-01,Grant,Science and Technology and other Research and Development,No,0,0

RFA-NS-23-007,HEAL Initiative: Development of Therapies and Technologies Directed at Enhanced Pain Management (R41/R42 Clinical Trial Not Allowed),HHS-NIH11,Posted,09/15/2022,2099-01-01,Grant,"Education
Health
Income Security and Social Services",No,0,0

RFA-NS-23-006,HEAL INITIATIVE: Development of Therapies and Technologies Directed at Enhanced Pain Management (R43/R44 Clinical Trial Not Allowed),HHS-NIH11,Posted,09/15/2022,2099-01-01,Grant,"Health
Income Security and Social Services",No,0,0

PAR-22-250,Centers of Biomedical Research Excellence (COBRE) Phase 1 (P20 - Clinical Trial Optional),HHS-NIH11,Posted,09/14/2022,2099-01-01,Grant,Health,No,1500000,0

PAR-22-225,NIAID Investigator Initiated Program Project Applications (P01 Clinical Trial Not Allowed),HHS-NIH11,Posted,09/13/2022,2099-01-01,Grant,Health,No,0,0

PAR-22-129,Limited Competition: Small Grant Program for NIDDK K01/K08/K23/K25 Recipients (R03 Clinical Trial Optional),HHS-NIH11,Posted,09/12/2022,2099-01-01,Grant,"Food and Nutrition
Health",No,75000,0

PA-22-251,Agency for Healthcare Research and Quality (AHRQ)-sponsored National Research Service Award (NRSA) Individual Postdoctoral Fellowship (F32),HHS-AHRQ,Posted,09/12/2022,2099-01-01,Grant,Health,No,0,0

PAR-22-204,Development of Animal Models and Related Materials for HIV/AIDS Research (R24 Clinical Trials Not Allowed),HHS-NIH11,Posted,09/09/2022,2099-01-01,Grant,Health,No,0,0

PAR-22-230,NINR Areas of Emphasis for Research to Optimize Health and Advance Health Equity (R01 Clinical Trial Optional),HHS-NIH11,Posted,09/09/2022,2099-01-01,Grant,"Education
Health",No,0,0

RFI-EOI-USAID-BURMA-HESP,Request for Information (RFI) and Expression of Interest (EOI) on USAID/Burma Higher Education Scholarship Program Activity,USAID-BMA,Forecasted,09/09/2022,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

PAR-22-231,NINR Areas of Emphasis for Research to Optimize Health and Advance Health Equity (R21 Clinical Trial Optional),HHS-NIH11,Posted,09/09/2022,2099-01-01,Grant,"Education
Health",No,0,0

RFI-CMR-001,Systems to End the Malaria Burden through Meaningful Engagement-I (SEMBE I),USAID-GHA,Forecasted,09/09/2022,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

RFA-OD-22-013,Resource-Related Research Projects for Development of Animal Models and Related Materials (R24 Clinical Trials Not-Allowed),HHS-NIH11,Posted,09/09/2022,2099-01-01,Grant,Health,No,0,0

PAR-22-242,Bioengineering Research Grants (BRG) (R01 Clinical Trial Not Allowed),HHS-NIH11,Posted,09/08/2022,09/07/2025,Grant,"Education
Health",No,0,0

PAR-22-243,Bioengineering Research Grants (BRG) (R01 Clinical Trial Optional),HHS-NIH11,Posted,09/08/2022,09/07/2025,Grant,"Education
Health",No,0,0

PAR-22-202,Grand Opportunity in Medications Development for Substance-Use Disorders (U01 Clinical Trial Optional),HHS-NIH11,Posted,09/01/2022,09/01/2025,Cooperative Agreement,"Education
Health",No,5000000,0

USDA-FS-FHP-FS-PIAP-FY2023,FY23 Forest Service Pesticide Impact Assessment Program,USDA-FS,Forecasted,09/01/2022,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

USDA-FS-FHP-STDP-FY2023,Special Technology Development Program,USDA-FS,Forecasted,09/01/2022,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

USDA-FS-FHP-BCIFP-FY2023,BIOLOGICAL CONTROL OF INVASIVE FOREST PESTS PROGRAM FY23,USDA-FS,Forecasted,09/01/2022,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

PAR-22-200,Development of Medications to Prevent and Treat Opioid and/or Stimulant Use Disorders and Overdose (UG3/UH3 - Clinical Trial Optional),HHS-NIH11,Posted,09/01/2022,09/01/2025,Cooperative Agreement,"Education
Health",No,3000000,0

RFA-CA-22-050,NCI Cancer Moonshot Scholars Diversity Program (CMSDP) (R01 Clinical Trial Optional),HHS-NIH11,Posted,09/01/2022,02/06/2024,Grant,"Education
Health",No,0,0

USDA-FS-FHP-EM-FY2023,FY23 Evaluation Monitoring Program,USDA-FS,Forecasted,09/01/2022,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

RFA-MH-22-245,BRAIN Initiative: Engineering and optimization of molecular technologies for functional dissection of neural circuits (UM1 Clinical Trial Not Allowed),HHS-NIH11,Posted,08/31/2022,10/17/2024,Cooperative Agreement,"Education
Health
Income Security and Social Services",No,0,0

22-629,Science and Technology Studies,NSF,Posted,08/27/2022,02/02/2024,Grant,Science and Technology and other Research and Development,No,0,0

PAR-22-234,The Metastasis Research Network (MetNet): MetNet Research Projects (U01 Clinical Trial Not Allowed),HHS-NIH11,Posted,08/25/2022,06/20/2025,Cooperative Agreement,"Education
Health",No,500000,0

PAR-22-224,NICHD Research Education Programs (R25 Clinical Trial Not Allowed),HHS-NIH11,Posted,08/24/2022,05/25/2025,Grant,"Health
Income Security and Social Services",No,150000,0

PAR-22-226,NIA Research and Entrepreneurial Development Immersion (REDI): Entrepreneurship Enhancement Award (R25 Independent Clinical Trial Not Allowed),HHS-NIH11,Posted,08/24/2022,10/17/2024,Grant,Health,No,250000,0

PAR-22-227,NIA Research and Entrepreneurial Development Immersion (REDI): Mentored Entrepreneurial Career Development Award (K01 Clinical Trial Not Allowed),HHS-NIH11,Posted,08/24/2022,10/17/2024,Grant,Health,No,0,0

PAR-23-024,"Catalyst Award for Early-Stage Investigators (ESIs) Pursuing Research on HIV Comorbidities, Coinfections, and Complications (DP1- Clinical Trial Optional)",HHS-NIH11,Posted,08/24/2022,05/01/2025,Grant,"Education
Food and Nutrition
Health
Income Security and Social Services",No,350000,0

RFA-EB-22-002,HEAL Initiative: Translational Development of Diagnostic and Therapeutic Devices (R18 Clinical Trial Not Allowed),HHS-NIH11,Posted,08/23/2022,06/17/2025,Grant,"Education
Health
Income Security and Social Services",No,750000,0

72088722-PACIFIC-RFI-00001,USAID/Pacific Islands Regional Climate Finance Activity,USAID-PHI,Forecasted,08/22/2022,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

22-626,Advancing Informal STEM Learning,NSF,Posted,08/20/2022,01/10/2024,Grant,Science and Technology and other Research and Development,No,3500000,150000

22-627,Advanced Technologies and Instrumentation for the Astronomical Sciences,NSF,Posted,08/18/2022,11/15/2023,Grant,Science and Technology and other Research and Development,No,0,0

22-628,Ocean Sciences Postdoctoral Research Fellowships,NSF,Posted,08/18/2022,11/14/2023,Grant,Science and Technology and other Research and Development,No,450000,167800

RFA-DA-23-056,Chemical Countermeasures Research Program (CCRP) Initiative: Basic Research on The Deleterious Effects of Acute Exposure to Ultra-Potent Synthetic (UPS) Opioids (R01 Clinical Trial Not Allowed),HHS-NIH11,Posted,08/17/2022,2099-01-01,Grant,"Education
Health",No,300000,0

PA-22-238,AHRQ Conference Grant Programs (R13),HHS-AHRQ,Posted,08/17/2022,2099-01-01,Grant,Health,No,50000,0

PAR-23-022,Javits Neuroscience Investigator Award Extension Request (Type 4 Clinical Trial Optional),HHS-NIH11,Posted,08/15/2022,2099-01-01,Grant,Health,No,0,0

RFI-674-22-SAHEALTHFINANCINGACTIVITY,South Africa Health Financing Activity,USAID-SAF,Forecasted,08/12/2022,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

20221130-RQ,Scholarly Editions and Scholarly Translations,NEH,Posted,08/11/2022,2099-01-01,Grant,"Humanities (see ""Cultural Affairs"" in CFDA)",No,450000,1

RFA-DA-23-026,NIDA REI: Racial Equity Visionary Award Program for Research on Substance Use and Racial Equity (DP1 Clinical Trial Optional),HHS-NIH11,Posted,08/09/2022,2099-01-01,Grant,"Education
Health",No,700000,0

RFA-DA-23-028,NIDA REI: Research on Neurocognitive Mechanisms Underlying the Impact of Structural Racism on the Substance Use Trajectory (R61/R33 Clinical Trial Optional),HHS-NIH11,Posted,08/09/2022,2099-01-01,Grant,"Education
Health",No,500000,0

CB600-22-PAS-0002-KH,Call for Proposals � Workshops to Stop the Spread of mis/disinformation,DOS-KHM,Forecasted,08/09/2022,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 20000,0

RFA-DA-23-029,NIDA REI: Research at Minority Serving Institutions on Neurocognitive Mechanisms Underlying the Impact of Structural Racism on the Substance Use Trajectory (R61/R33 Clinical Trial Optional),HHS-NIH11,Posted,08/09/2022,2099-01-01,Grant,"Education
Health",No,0,0
